segment_id,start_time,end_time,duration,normalized_text,alignment_confidence,audio_path,agreement_score,split
segment_0026,206.42000000000002,211.47000000000003,5.050000000000011,qalıb işləmək istəməyən işçinin işdən çıxarılması işəgötürən üçün,-0.2401330508125587,data/segments/audio/segment_0026.wav,0.33333333333333337,train
segment_0031,245.28,253.17000000000002,7.890000000000015,təkrar ərizə yazaraq işdən çıxmaq barədə yazdığı ərizəni geri götürə bilər ancaq,-0.23892660404428612,data/segments/audio/segment_0031.wav,0.6363636363636364,train
segment_0005,42.43,51.49,9.060000000000002,halıdır əmək məcəlləsinin 69 cu maddəsinin birinci hissəsinə əsasən işçilər bir ay öncədən işəgötürəni xəbərdar etməklə,-0.2047374008636872,data/segments/audio/segment_0005.wav,0.4375,train
segment_0041,330.68,338.47,7.7900000000000205,və belə halla qarşılaşan işçilər işəgötürənin işçinin işdən çıxarılması barədə,-0.21955284453132434,data/segments/audio/segment_0041.wav,0.5454545454545454,train
segment_0072,578.48,586.89,8.409999999999968,işəgötürən ona deyir ki bəs bir ay sonraya bu ərizəni yaz çünki işçinin qısa müddətdə işdən çıxması,-0.2582016236822439,data/segments/audio/segment_0072.wav,0.2857142857142857,train
segment_0065,519.82,525.27,5.449999999999932,məhkəmə həm o məktubun surətini həm o səs yazısını,-0.14339979132318392,data/segments/audio/segment_0065.wav,0.7777777777777778,train
segment_0079,643.14,650.59,7.4500000000000455,işçi bir ay xəbərdarlıq müddətini gözləməlidir ancaq işəgötürən işçini ərizə yazmağa məcbur etdikdə,-0.23487563394027672,data/segments/audio/segment_0079.wav,0.33333333333333337,train
segment_0070,559.9,568.53,8.629999999999995,belə olan halda orada müxtəlif nüanslar var onlara diqqət eləyə bilər yəni bu cür problemlərlə qarşılaşan işçilər,-0.21207110585786362,data/segments/audio/segment_0070.wav,0.4,train
segment_0056,454.52,461.95000000000005,7.430000000000064,edir və işçi işəgötürənə bir məktub yazır ki bəs mənim,-0.2421271753761333,data/segments/audio/segment_0056.wav,0.4285714285714286,train
segment_0053,429.34000000000003,434.42,5.079999999999984,işçinin əlində hansısa bir fakt yoxdursa bu da yenə,-0.2268406057315827,data/segments/audio/segment_0053.wav,0.7777777777777778,train
segment_0080,650.86,656.69,5.830000000000041,o bir ay müddəti çox vaxt gözləmir biz praktikada belə hallarla çox qarşılaşırıq ya,-0.23840960368714753,data/segments/audio/segment_0080.wav,0.6923076923076923,train
segment_0073,588.04,593.65,5.610000000000014,işəgötürənin marağında olan bir məsələ deyil çünki işləri təhvil vermək lazımdır,-0.2749627134040309,data/segments/audio/segment_0073.wav,0.1428571428571429,train
segment_0050,401.94,409.09000000000003,7.150000000000034,yazılı görüntülü səsli bütün materialları məhkəməyə təqdim etməklə,-0.15992318812335352,data/segments/audio/segment_0050.wav,0.875,train
segment_0082,667.86,673.71,5.850000000000023,və bu belə deyək artıq yəni,-0.13771317032916466,data/segments/audio/segment_0082.wav,0.8333333333333334,train
segment_0044,353.42,361.93,8.509999999999991,o həqiqətən də məhkəmədə sübuta yetirməlidir ki ona müxtəlif təzyiqlər olub psixoloji və ya fiziki təzyiqlər də ola bilər hətta,-0.27152961551861504,data/segments/audio/segment_0044.wav,0.4285714285714286,train
segment_0071,568.6,577.87,9.269999999999982,məsələn biz normalda bilirik ki normal şərtlər altında işçi işdən çıxmaq barədə ərizə yazdıqda,-0.28995740495165295,data/segments/audio/segment_0071.wav,0.8125,train
segment_0061,495.02000000000004,500.13,5.109999999999957,məhkəmədə yəni iddia ərizəsində işəgötürənə məktub,-0.2726257068324245,data/segments/audio/segment_0061.wav,0.25,train
segment_0067,533.64,541.95,8.31000000000006,bu onun iradəsi xaricində müxtəlif ona təzyiqlər olunaraq baş verib və həmin işdə,-0.18218638460396291,data/segments/audio/segment_0067.wav,0.4,train
segment_0063,505.56,513.83,8.270000000000039,orada qeyd eləyir və məhkəmə həmin o 142 çağrı mərkəzinə sorğu verir ki həqiqətən də belə bir zəng olubmu,-0.28969109616790284,data/segments/audio/segment_0063.wav,0.5,train
segment_0074,593.65,602.91,9.259999999999991,və ya yeni işçi götürüləcəksə o işlərin müəyyən bir qismini yeni işçiyə öyrətmək lazımdır bu da təxminən bir ay vaxt aparır ona görə,-0.3149832663184822,data/segments/audio/segment_0074.wav,0.42105263157894735,train
segment_0083,673.71,681.8100000000001,8.100000000000023,iş əgər məhkəməyə gedirsə hakimdə belə bir təsəvvür yaradır ki yəni belə bir inam yaradır ki burada nə isə bir problem var,-0.37255711786428064,data/segments/audio/segment_0083.wav,0.65,train
segment_0081,657.22,666.47,9.25,işçiyə deyir ki son iş gününü iki gün sonraya göstər hətta həmin gün üçün son iş gününün göstərilməsi tələb olunan hallar var,-0.2197468644544643,data/segments/audio/segment_0081.wav,0.6666666666666667,train
segment_0046,371.0,379.55,8.550000000000011,iş yoldaşları görübsə onlar gəlib məhkəmədə şahid kimi ifadə verə bilərlər və ya işəgötürən tərəfindən işçiyə,-0.2458402257619597,data/segments/audio/segment_0046.wav,0.2222222222222222,train
segment_0078,631.12,640.4300000000001,9.31000000000006,təhsil müəssisəsinə daxil olduqda onun ərizədə yazdığı gün işdən çıxa bilər ancaq bütün bu hallar yoxdursa,-0.18809185681613005,data/segments/audio/segment_0078.wav,0.5333333333333333,train
segment_0077,620.66,630.65,9.990000000000009,yeni bir yaşayış yerinə köçdükdə və ya başqa bir müəssisə ilə başqa bir işəgötürənlə əmək müqaviləsi bağladıqda və ya təhsilini davam elətdirmək üçün,-0.2561471237783722,data/segments/audio/segment_0077.wav,0.6818181818181819,train
segment_0084,682.3000000000001,690.59,8.289999999999964,məsələn yenə bakı apellyasiya məhkəməsində bir mübahisə var idi işçinin əlində xüsusi bir,-0.2500733145712707,data/segments/audio/segment_0084.wav,0.33333333333333337,train
segment_0060,484.62,494.35,9.730000000000018,təbii ki bu 142 çağrı mərkəzinin səlahiyyətində olan bir məsələ deyil işçi öz ərizəsini yazır yenə də bu təzyiqlərə davam gətirməyərək ərizəsini yazır ancaq,-0.33354858374973856,data/segments/audio/segment_0060.wav,0.5652173913043479,train
segment_0045,361.94,370.63,8.689999999999998,bunları məhkəmə qaydasında sübuta yetirməlidir sübuta yetirməkdə hansı şəkildə ola bilər məsələn belə bir faktı,-0.23732396693391417,data/segments/audio/segment_0045.wav,0.33333333333333337,train
segment_0054,435.14,443.17,8.03000000000003,onun hüquqlarının yerdə qalacağı mənasına gəlmir bu kimi hallarda bəzən,-0.21664151826990263,data/segments/audio/segment_0054.wav,0.3076923076923077,train
segment_0066,525.9,533.4300000000001,7.530000000000086,əsas götürərək belə bir qənaətə gəlir ki həqiqətən də işçinin işdən çıxmaq barədə bir niyyəti olmayıb,-0.22248151405385602,data/segments/audio/segment_0066.wav,0.19999999999999996,train
segment_0076,611.84,620.03,8.18999999999994,işəgötürənin sanki bir hüququdur yəni xüsusi hallar olmadan əmək məcəlləsində var məsələn işçi,-0.20839261212929355,data/segments/audio/segment_0076.wav,0.5833333333333333,train
segment_0086,698.66,705.25,6.590000000000032,hakim daxili inamına əsasən qərara gəlmişdi ki yəni qətnamədə də bu qeyd var,-0.23835336784367372,data/segments/audio/segment_0086.wav,0.46153846153846156,train
segment_0057,462.46000000000004,467.99,5.529999999999973,ailə vəziyyətim maddi durumum yaxşı deyil xahiş eləyirəm məni işdən çıxarmayasınız,-0.3188405065323377,data/segments/audio/segment_0057.wav,0.5,train
segment_0048,386.76,391.91,5.150000000000034,whatsapp da səs atıla bilər və ya digər platformalardan istifadə edilərək,-0.28895088846592826,data/segments/audio/segment_0048.wav,0.5,train
segment_0058,468.26,477.67,9.410000000000025,bundan bir nəticə hasil olmayacağını görən işçi əmək və əhalinin sosial müdafiəsi nazirliyinin 142 çağrı mərkəzinə zəng eləyir ki,-0.3536813517114155,data/segments/audio/segment_0058.wav,0.5294117647058824,train
segment_0091,736.08,741.57,5.490000000000009,təbii ki onsuz da iddia ərizəsi verəndə işçi,-0.26602093747795963,data/segments/audio/segment_0091.wav,0.7142857142857143,train
segment_0097,778.21,783.87,5.659999999999968,kimi yəni işə bərpa olunmağını məcbur buraxdığı iş günləri üçün əmək haqqının ödənilməyini,-0.2888675031415899,data/segments/audio/segment_0097.wav,0.18181818181818177,train
segment_0088,714.52,721.75,7.230000000000018,gəlir qaynağı yoxdur və belə bir adamın ərizə yazması və,-0.1758076616228001,data/segments/audio/segment_0088.wav,0.7777777777777778,train
segment_0128,1036.82,1044.09,7.269999999999982,bu baxımdan çox yaxşı olardı ki bu bir aylıq müddət üç aya qədər heç olmasa qaldırılsın,-0.3142270241162008,data/segments/audio/segment_0128.wav,0.5625,train
segment_0116,940.82,947.97,7.149999999999977,işdə telefonla çox oynayır və ya rəhbərlə mübahisə eləyir hətta bir məsələ olmuşdu işçi,-0.2956862972883925,data/segments/audio/segment_0116.wav,0.41666666666666663,train
segment_0107,856.0,862.21,6.210000000000036,təəssüf ki belə şəxslərin iş tapması,-0.1926848436114914,data/segments/audio/segment_0107.wav,0.4,train
segment_0126,1020.21,1029.43,9.220000000000027,biri də iddia müddətidir bir aylıq iddia müddəti var yəni işçi işdən çıxarıldığı gündən bir ay ərzində məhkəməyə müraciət eləyə bilər,-0.25789297045374165,data/segments/audio/segment_0126.wav,0.5263157894736843,train
segment_0104,830.32,837.39,7.069999999999936,işçinin təqsirli hərəkəti ilə müəssisəyə ziyan vurması və ya digər işçilərə,-0.18627326950526485,data/segments/audio/segment_0104.wav,0.6363636363636364,train
segment_0087,706.58,713.55,6.969999999999914,işçinin maddi durumu ağırdır onun ailəsini dolandırmağa başqa bir,-0.22852687983952796,data/segments/audio/segment_0087.wav,0.8181818181818181,train
segment_0109,873.22,879.9300000000001,6.710000000000036,öz hüquqlarını bərpa eləsin yəni haqlı olduqlarını üzə çıxarsınlar ki,-0.258487738024622,data/segments/audio/segment_0109.wav,0.4444444444444444,train
segment_0090,728.78,735.57,6.790000000000077,yəni bir işçi nəyə görə işdən çıxsın demək ki burada işçiyə müəyyən təzyiqlər olubdur,-0.21275794843013432,data/segments/audio/segment_0090.wav,0.6153846153846154,train
segment_0106,846.86,855.55,8.68999999999994,70 in ç si ilə çıxarılan işçinin gələcək karyerası ciddi sual altına düşür xüsusilə azərbaycanda,-0.3304012411126482,data/segments/audio/segment_0106.wav,0.33333333333333337,train
segment_0101,806.3100000000001,813.75,7.439999999999941,məcəlləsinin 72 ci maddəsində qeyd olunan əmək vəzifələrini pozursa işəgötürən,-0.40027316056443274,data/segments/audio/segment_0101.wav,0.5454545454545454,train
segment_0129,1045.14,1053.93,8.789999999999964,işçilərə də tövsiyə eləyərdim ki əgər belə hallarla qarşılaşırlarsa və qanunsuz olaraq işdən çıxarılırlarsa,-0.4053667261318546,data/segments/audio/segment_0129.wav,0.3571428571428571,train
segment_0120,972.96,979.4300000000001,6.470000000000027,lap hətta işçi həmin pozuntuları etmiş olsa belə işəgötürən,-0.24945456804270316,data/segments/audio/segment_0120.wav,0.33333333333333337,train
segment_0121,980.14,989.1700000000001,9.030000000000086,məhkəmə qaydasında sübuta yetirməlidir ki işçinin bu pozuntusu nəticəsində işin ahəngi pozulub işəgötürənin və ya,-0.2225229176423616,data/segments/audio/segment_0121.wav,0.6,train
segment_0103,820.87,830.25,9.379999999999995,məsələlər sadalanır məsələn işçinin işə sərxoş gəlməsi və ya işçinin üzrlü səbəb olmadan bir bütöv gün işə gəlməməsi və ya,-0.23358297603557587,data/segments/audio/segment_0103.wav,0.6666666666666667,train
segment_0105,837.82,846.19,8.370000000000005,ziyan vurması işçinin müəssisənin kommersiya sirrini yayması yəni bu kimi məsələlər orada tənzimlənir və,-0.19856912039006905,data/segments/audio/segment_0105.wav,0.33333333333333337,train
segment_0119,963.9200000000001,972.8100000000001,8.889999999999986,işçi 70 ci maddənin ç bəndi ilə yalnız həmin maddədə qeyd olunan pozuntular səbəbilə işdən çıxarıla bilər,-0.36060220141871063,data/segments/audio/segment_0119.wav,0.5294117647058824,train
segment_0094,755.62,762.39,6.769999999999982,önəmli rol oynayır deyək ki işçi ərizəsini yazmadı yəni imtina elədi bütün təzyiqlərə dözdü,-0.33399011057960454,data/segments/audio/segment_0094.wav,0.2857142857142857,train
segment_0108,863.44,872.45,9.009999999999991,demək olar ki mümkün olmur ona görə də işçilər mütləq şəkildə məhkəməyə müraciət etməlidir ki,-0.17619918376584356,data/segments/audio/segment_0108.wav,0.6428571428571428,train
segment_0092,741.78,748.55,6.769999999999982,iddia ərizəsində ona olan təzyiqləri göstərir amma bəzən sübutlar olmur,-0.19551863802972727,data/segments/audio/segment_0092.wav,0.125,train
segment_0118,956.82,963.3100000000001,6.490000000000009,əsaslandırmalara üz tuturlar təbii ki bunların heç bir hüquqi əsası yoxdur və,-0.3542536067948254,data/segments/audio/segment_0118.wav,0.5454545454545454,train
segment_0110,883.9200000000001,893.23,9.309999999999945,karyeralarının qarşısında olan əngəllər aradan qalxsın işəgötürən ərizəsini yazmayan işçini 70 ci maddənin ç bəndi ilə işdən çıxararkən,-0.36285538305814413,data/segments/audio/segment_0110.wav,0.38888888888888884,train
segment_0089,722.28,727.71,5.430000000000064,həmin gündə işdən çıxması barədə ərizə yazması məntiqə sığmır,-0.32508878434248145,data/segments/audio/segment_0089.wav,0.4,train
segment_0111,893.64,900.95,7.310000000000059,təbii olaraq çətinliklərlə qarşılaşır çünki faktiki olaraq işçinin nöqsanı yoxdur və bir şəkildə,-0.2383119291451011,data/segments/audio/segment_0111.wav,0.5714285714285714,train
segment_0123,997.78,1005.89,8.110000000000014,çətin məsələdir çünki dediyim kimi faktiki olaraq işçinin ərizə yazmamasının,-0.22959108759539149,data/segments/audio/segment_0123.wav,0.5,train
segment_0127,1029.48,1035.75,6.269999999999982,bu bir ay müddət keçdisə artıq onun hüquqlarını bərpa etməsi mümkün deyil,-0.21541657344907553,data/segments/audio/segment_0127.wav,0.3846153846153846,train
